Column1.designation,number of wines of this variety,mean points,standard deviation of mean points
M des Frères Couillaud,1,91.0,
M-Series,1,89.0,
M-Series Edom,1,88.0,
M-T Reserve,2,90.5,0.7071067811865476
M. Vigna,1,88.0,
M.C.K.,1,90.0,
M.C.K. Motor City Kitty,1,91.0,
M1,1,89.0,
M2 de Matallana,4,90.0,3.7416573867739418
M3,2,90.0,1.4142135623730951
M3 Vineyard,1,88.0,
M5,7,88.0,3.109126351029606
M5 Reserve,2,91.5,2.1213203435596424
M5 Stagecoach Vineyard,1,95.0,
MB,1,90.0,
MC,5,89.0,3.937003937005905
MC III Brut,1,97.0,
MC2,1,87.0,
MCC Limited Edition Blend,1,91.0,
MCK Motor City Kitty,1,93.0,
MCS,1,89.0,
MIM Natura Brut Reserva,2,87.5,0.7071067811865476
MIO,1,86.0,
MIP Made in Provence,3,87.0,0.0
MIXT,2,86.5,2.1213203435596424
MIllesimato Brut Il Vino dei Poeti,1,85.0,
MJ Janeil,1,86.0,
MJM,2,92.0,4.242640687119285
MK Vineyard,5,92.2,1.4832396974191342
MM Masia 1882 Selección Especial Brut Rosé,1,87.0,
MM Reserva Privada,1,89.0,
MM Reserva de la Familia Brut Rosé,1,86.0,
MMIV,1,93.0,
MMVIII,1,93.0,
MO Extra Dry,1,88.0,
MPC Estate,1,91.0,
MPX Brut,1,88.0,
MPX Brut Rosé,1,89.0,
MR Mountain Wine,2,87.0,2.8284271247461903
MR Premium,1,90.0,
MR de Compostella,3,93.33333333333333,1.1547005383792526
MRV,2,87.0,4.242640687119285
MV,1,92.0,
MW Quintos de la Tejera,1,84.0,
MWC,2,90.0,0.0
Ma Belle Olsen Vineyard,2,91.0,1.4142135623730951
Ma Roat,1,87.0,
Ma Vie Carol,1,86.0,
Ma's de Fer Rive di Soligo Extra Dry,1,90.0,
Maborishi Reserve,1,85.0,
Maboroshi Vineyard,5,89.6,3.5777087639996648
Mac Cuvée,1,87.0,
MacAllister Vineyard,2,89.0,0.0
MacBride Vineyard,1,85.0,
MacGregor Vineyard,2,93.0,1.4142135623730951
MacLain's,1,94.0,
MacWilliamson Vineyard,1,86.0,
Macarì,1,88.0,
Macaw,3,84.66666666666667,0.5773502691896247
Macaw Aromatic Soft,1,84.0,
Macaw Semi-Dry,1,85.0,
Macaw Smooth,1,81.0,
Macaw Soft,1,80.0,
Macchiarossa,1,87.0,
Macchion del Lupo,2,87.5,0.7071067811865476
Macchiona,1,87.0,
Macedon,1,87.0,
Maceració Carbónica Garnatxa Negra,1,81.0,
Maceración Carbónica,3,87.33333333333333,1.5275252316519485
Machado,3,93.33333333333333,1.5275252316519463
Machado Creek Vineyards,1,85.0,
Macho Man,1,85.0,
Macrina,2,86.5,0.7071067811865476
Macvin du Jura,1,87.0,
Macán,3,93.66666666666667,0.5773502691896247
Macán Clásico,2,91.5,0.7071067811865476
Mad Crush,4,90.5,1.9148542155126762
Mad Russian,1,86.0,
Madalena Reserva Especial,1,89.0,
Madama,1,87.0,
Madame Martis Brut Metodo Classico Riserva,1,90.0,
Madame Martis Brut Riserva,1,88.0,
Madame Martis Riserva,1,89.0,
Madame Noly,1,90.0,
Madame de Rayne,1,92.0,
Madamoiselle de T,1,87.0,
Maddalena,1,87.0,
Maddelena,2,87.5,0.7071067811865476
Madden Ranch,6,87.66666666666667,3.5590260840104384
Maddie's Vineyard,1,88.0,
Made From Organically Grown Grapes,2,86.0,5.656854249492381
Made With Organic Grapes,40,87.025,2.9655068317626183
Made With Organic Grapes Estate,1,92.0,
Made With Organically Grown Grapes,15,85.93333333333334,2.5485756993344557
Made With Organically Grown Grapes Rosé,1,82.0,
Made with Organic Grapes,24,85.75,2.8628049486322067
Made with Organic Grapes Reserve,4,87.5,1.0
Made with Organically Grown Grapes,9,88.22222222222223,3.113590282044897
Made with Organically Grown Grapes Brut,1,86.0,
Made with organically grown grapes,2,89.0,1.4142135623730951
Madeira,2,85.5,2.1213203435596424
Madeleine's,1,85.0,
Madeline,1,88.0,
Mademoiselle de T,3,87.33333333333333,0.5773502691896278
Madera,1,87.0,
Madera 5,1,88.0,
Madiere,2,88.5,2.1213203435596424
Madiran Laplace,4,91.75,0.5000000000000011
Mado en Provence,1,88.0,
Madonna Nera,1,92.0,
Madonna del Dono,1,88.0,
Madonna del Piano Riserva,1,93.0,
Madonna della Scoperta,1,85.0,
Madonna della Scoperta Riserva,1,86.0,
Madonna delle Grazie,4,95.0,2.943920288775949
Madonna di Como,3,86.66666666666667,0.5773502691896247
Madonne Blanc,1,86.0,
Madonne Estate,2,89.5,2.1213203435596424
Madonnino della Pieve Gran Selezione,1,91.0,
Madras Steiner Vineyard,1,91.0,
Madre,4,92.5,2.380476142847616
Madre Perla,2,86.0,0.0
Madrigal,4,90.5,1.9148542155126755
Madrigale,1,88.0,
Madrigale Dolce Naturale,1,87.0,
Madrona,2,92.5,4.949747468305833
Madrona Hill Vineyard,2,89.5,2.1213203435596424
Madrone Ranch,1,91.0,
Madrone Ridge Vineyard,3,87.66666666666667,2.516611478423585
Madrone Spring Vineyard,4,90.25,4.19324854180304
Madunina,2,88.0,1.4142135623730951
Madurado,3,85.33333333333333,1.5275252316519463
Madurado 6 Meses en Barrica,1,84.0,
Mae's Vineyard,2,89.0,2.8284271247461903
Mae's Vineyard Blanc de,1,88.0,
Mae's Vineyard Flagship,1,91.0,
Maestria,1,89.0,
Maestro,9,89.88888888888889,2.8915585954829126
Maestro Collection,3,89.33333333333333,2.309401076758502
Maestro Collection Ranch 11,1,85.0,
Maestro Collection Ranch No. 2,1,92.0,
Maestro Collection Ranch No. 5,2,87.5,0.7071067811865476
Maestro Destiny Vineyards,1,87.0,
Maestro Raro,2,92.0,1.4142135623730951
Maffei Vineyard,2,92.0,0.0
Mafra Tinto,1,89.0,
Magalena Vineyard,1,93.0,
Magali,1,87.0,
Magali Signature,1,87.0,
Magari,1,89.0,
Magdalena Toso Barrancas Vineyards Paul Hobbs Barrels Selection Limited 23 Barrels,1,93.0,
Magdalena Toso Limited 20 Barrels,1,94.0,
Magdalena Toso Limited 28 Barrels,1,92.0,
Magdalena Toso Limited 32 Barrels Paul Hobbs Barrels Selection Barrancas Vineyards,1,92.0,
Magdalena Toso Limited 40 Barrels,1,86.0,
Magdalena Vineyard,4,93.5,0.5773502691896257
Magdalena Vineyard Dry,3,89.66666666666667,0.5773502691896247
Magdalena Vineyard Dry Estate Bottled and Grown,1,92.0,
Magellan,1,88.0,
Magenta,1,86.0,
Maggie's Reserve,2,88.0,2.8284271247461903
Maggiora,1,88.0,
Magia Negra Ensamblaje,1,90.0,
Magic Hour White,1,85.0,
Magician's Assistant Blackrock Vineyard Rosé of,1,89.0,
Magico,1,91.0,
Magill Estate,1,90.0,
Magma Rosso 10,1,93.0,
Magma Rosso 6,1,91.0,
Magna,1,89.0,
Magna Carta Reserva,3,88.0,1.0
Magna Porcum Estate Grown,1,93.0,
Magnacosta,1,92.0,
Magnaut,1,84.0,
Magnetic North Mountain Makstok,1,90.0,
Magnificat,7,88.14285714285714,1.951800145897067
Magnifico,1,87.0,
Magno Megonio,3,89.33333333333333,1.1547005383792526
Magnolia,2,86.0,1.4142135623730951
Magnolia Inspiration Vineyard,2,87.5,3.5355339059327378
Magnolia Lane,5,87.2,1.4832396974191326
Magnolia Lane Estate Grown,1,87.0,
Magnolia Series,1,92.0,
Magnolia Series Stagecoach Vineyard,1,86.0,
Magnolio,1,87.0,
Magnum Gran Reserva Brut Nature,1,92.0,
Magnus,4,90.0,2.7080128015453186
Magnífico,2,83.0,1.4142135623730951
Magrez Fombrauge,1,92.0,
Magót,1,85.0,
Maharis,2,88.0,1.4142135623730951
Mahoney Ranch,2,90.5,2.1213203435596424
Mahonia Vineyard,1,84.0,
Mahra Bogazkere Öküzgözü,1,89.0,
Mahra Bogazkere-Öküzgözü,1,89.0,
Mahra Kalecik Karasi-Syrah,1,87.0,
Mai,4,92.75,0.9574271077563388
Mai Più Riserva,1,90.0,
Maiana,1,88.0,
Maiana Rosso,1,87.0,
Maiden,1,85.0,
Maigo Reserva,1,84.0,
Maigo Reserve,1,83.0,
Mailbox Vineyard Reserve,3,90.0,1.0
Maimbourg Grand Cru,1,93.0,
Main Squeeze,1,87.0,
Maintenant,2,87.0,0.0
Maioli,1,90.0,
Maipe,1,87.0,
Maipe Reserve,4,88.25,0.5000000000000011
Maipu Vineyards,4,87.0,3.6514837167011076
Maison Blanche,1,88.0,
Maison Blanche Boisé,1,87.0,
Maison Grand Cru,1,87.0,
Maison Magrez,1,84.0,
Maison des 3 Ponts,1,85.0,
Maison du Villard,1,90.0,
Majestic,4,88.25,3.774917217635375
Majeur Brut Rosé,1,88.0,
Major,1,86.0,
Make Cab Not War,1,83.0,
Make Haste,1,93.0,
Make Haste Olsen Vineyard,1,90.0,
Makedonikos Red Semi-Dry Wine,1,88.0,
Makedonikos Rosé Semi-Dry Wine,1,84.0,
Makena,1,90.0,
Makhpelah Kosher,1,89.0,
Mal Anders Smaragd,1,86.0,
Malabrigo,2,94.0,1.4142135623730951
Maladinha Branco,1,91.0,
Maladinha Tinto,1,93.0,
Malagouzia,1,85.0,
Malamado,1,85.0,
Malanotte,1,87.0,
Malbec,9,84.66666666666667,2.6457513110645907
Malbec Made From Organically Grown Grapes,1,86.0,
Malbec Reserva,1,87.0,
Malbec Rosé,1,85.0,
Malbec Valley,1,87.0,
Malbec du Clos,2,88.0,1.4142135623730951
Malbec-Merlot-Cabernet Sauvignon,1,81.0,
Malbec-Petit Verdot-Cabernet Franc,1,87.0,
Malbec-Shiraz-Petite Sirah,1,90.0,
Malbech Gli Aceri,2,89.0,0.0
Maldonado Vineyard,4,90.25,0.5
Maldonado Vineyard Dijon Clones,4,89.0,4.39696865275764
Maldoror,2,88.0,2.8284271247461903
Malena,1,85.0,
Maley Brothers Wegat Vineyard Old Vine,1,88.0,
Malhadinha Branco,2,91.0,1.4142135623730951
Malhadinha Tinto,2,93.0,0.0
Malibu Estate,2,89.0,0.0
Malibu Newton Canyon,1,90.0,
Malibu Rouge,1,93.0,
Malleolus,3,92.66666666666667,2.309401076758502
Malleolus de Sanchomartin,4,94.25,1.258305739211793
Malleolus de Sanchomartín,1,94.0,
Malleolus de Valderramiro,6,95.0,2.097617696340302
Malma,1,87.0,
Malma Finca la Papay,2,84.0,0.0
Malma Reserve,1,89.0,
Malma Universo,1,89.0,
Malmsey 10 Years Old,1,90.0,
Malombra,1,91.0,
Malpelo,2,88.0,0.0
Malterdinger,1,90.0,
Malterdinger Bienenberg R GG Erste Lage,1,89.0,
Malterdinger Bienenberg R GG Reserve Erste Lage,1,89.0,
Malterdinger Bienenberg R GG Trocken,1,90.0,
Malterdinger Bienenberg R Trocken,1,89.0,
Malterdinger Trocken,2,87.5,0.7071067811865476
Maltroie Premier Cru,1,93.0,
Malvarel-lo,1,87.0,
Malvasia,1,85.0,
Malvasia Frizzante Sfacciata,1,86.0,
Malvasia of Crete Naturally Sweet Wine,1,85.0,
Malvasia-Verdejo,1,81.0,
Malvaxia Passito,1,89.0,
Malvazija,2,88.5,2.1213203435596424
Malvoisie,1,82.0,
Mama Mia Estate Grown,1,86.0,
Mama's Reserve,1,90.0,
Mamb-o Dominante,1,87.0,
Mambourg Grand Cru,15,91.46666666666667,1.6417180315870619
Mamma Mia,1,85.0,
Mamma Mia Estate,1,87.0,
"Mamma Mia Estate Grown, Produced and Bottled",1,87.0,
Mammolo,1,88.0,
Mamuthone,1,87.0,
Mamàn,1,86.0,
Man's Best Blend,1,86.0,
Mana,1,88.0,
Manachiara,1,91.0,
Manapetra Riserva,1,88.0,
Manchester  Ridge Vineyard,1,94.0,
Manchester Ridge,3,89.33333333333333,2.516611478423585
Manchester Ridge Vineyard,8,89.875,3.6815175442433294
Manchester Vineyard,1,94.0,
Mancini Ranch,4,90.75,0.9574271077563388
Mancini Vineyard Reserve Century Old Vines,1,89.0,
Mandel-Höh,3,92.33333333333333,1.1547005383792495
Mandelberg Grand Cru,3,92.66666666666667,1.1547005383792526
Mandolara,4,91.0,1.4142135623730943
Mandolas Dry,1,90.0,
Mandolás,1,90.0,
Mandorlaia Riserva,2,87.5,0.7071067811865476
Mandragola,3,87.0,2.6457513110645907
Mandrarossa Costa Dune,1,86.0,
Mandrielle,1,89.0,
Manene,1,87.0,
Mangan East Block,1,87.0,
Mangan Malbec-Petit Verdot-Merlot,1,91.0,
Mangan Vineyard Merlot-Malbec-Petit Verdot,1,87.0,
Mango's Vineyard,1,86.0,
Mani del Sud,1,85.0,
Mania,1,87.0,
Manisa Jo Vineyard,1,93.0,
Manitou 5 Grape Blend,1,88.0,
Manna,1,91.0,
Manna Bianco di Mitterberg,1,92.0,
Manoella,3,91.66666666666667,0.5773502691896247
Manon,6,84.16666666666667,2.136976056643282
Manor House,2,85.0,1.4142135623730951
Manos,1,91.0,
Manso de Velasco,3,90.66666666666667,1.1547005383792526
Manso de Velasco Viejas Viñas Old Vines,1,88.0,
Manso de Velasco Viñas Viejas,1,91.0,
Mantele,3,89.0,1.7320508075688772
Mantico,3,91.33333333333333,1.5275252316519452
Mantinia,1,90.0,
Mantoetto,1,94.0,
Mantonico,1,87.0,
Mantsch,1,89.0,
Mantus,2,89.0,1.4142135623730951
Mantènghja,3,91.66666666666667,0.5773502691896247
Manu,1,88.0,
Manuel Raventós,1,93.0,
Manz,1,89.0,
Manzana Vineyard,5,92.0,1.5811388300841898
Manzana Vineyard Dutton Ranch,1,88.0,
Manzanile,1,88.0,
Manzanilla,1,90.0,
Manzanilla Pasada Pastrana Single Vineyard,1,92.0,
Manzanilla Riá Pitá,1,86.0,
Manzola,4,89.75,2.0615528128088303
Manzoni Bianco,1,87.0,
Manzoni Estate Vineyard,1,91.0,
Manzoni Moscato Rosé,1,85.0,
Map Maker,4,87.25,1.8929694486000928
Maple,3,84.33333333333333,2.081665999466134
Maple Ranch,2,87.5,2.1213203435596424
Maple Ranch Estate,1,86.0,
Maple Station Estate Grown,1,86.0,
Maple Vineyard,4,89.5,2.0816659994661317
Maple Vineyards,4,88.0,3.559026084010437
Mappinga,1,91.0,
Mapreco,1,84.0,
Maquehua,2,89.0,1.4142135623730951
Maquette,2,87.5,0.7071067811865476
Maquette Estate,1,92.0,
Mar da Palha,2,87.5,0.7071067811865476
Mar de Lisboa,3,87.33333333333333,0.5773502691896278
Mara,1,89.0,
Marangi,4,83.75,1.707825127659934
Marani Kondoli Vineyards,3,85.0,2.6457513110645907
Marani Mukuzani,1,88.0,
Marani Rkatsiteli-Chardonnay,1,87.0,
Marani Tsinandali,1,86.0,
Marasco,1,90.0,
Marboré,1,85.0,
Marcarini,9,90.88888888888889,1.833333333333333
Marcel,2,86.5,0.7071067811865476
Marcela Vineyard,2,85.5,2.1213203435596424
Marcella's,2,88.0,0.0
Marcellini Vineyard,2,88.5,2.1213203435596424
Marcenasco,3,90.0,4.358898943540674
Marcey's Vineyard,1,92.0,
Marchesa Riserva,1,90.0,
Marchesale,5,90.8,3.492849839314596
Marchese Antinori Riserva,2,89.0,0.0
Marchese Di Villamarina,1,84.0,
Marchese Montefusco,3,84.33333333333333,0.5773502691896247
Marchese di Villa Marina,1,91.0,
Marchese di Villamarina,1,93.0,
Marchesi Pancrazi,1,86.0,
Marchile,1,85.0,
Marchiori Vineyard,1,93.0,
Marchiori Vineyard Block C2,2,91.5,0.7071067811865476
Marciliano,3,91.33333333333333,1.5275252316519485
Marckgrain Grand Cru,1,93.0,
Marckrain Grand Cru,4,92.25,2.217355782608344
Marco DiGiulio,1,93.0,
Marconnets Premier Cru,2,90.0,2.8284271247461903
Marcucci Farms,1,92.0,
Marcy's Vineyard,1,92.0,
Mardikian Estate,3,92.33333333333333,2.516611478423585
Mardikian Estate Vineyard,1,90.0,
Mardikian Vineyard,1,88.0,
Mare Nectaris,3,86.33333333333333,3.055050463303895
Mare Nectaris Reserve,6,89.66666666666667,2.8047578623950176
Marea,6,88.5,1.974841765813151
Marea Fumé,1,90.0,
Marea Wild Ferment,1,81.0,
Marechal-Foch,1,86.0,
Maremmino,1,88.0,
Marenca,1,90.0,
Maresh,1,93.0,
Maresh Vineyard,8,91.125,2.748376143938714
Maresh Vineyard Old Vine,1,94.0,
Maresh Vineyard Red Barn Blocks,1,95.0,
Marestango,1,85.0,
Margae,2,90.0,0.0
Margaret's Mandate,1,88.0,
Margaret's Vineyard,8,89.375,2.133909892327095
Margaret's Vineyard Estate,2,91.5,0.7071067811865476
Margaride's,4,88.0,1.8257418583505545
Margarides,1,90.0,
Margarita Vineyard,3,88.33333333333333,2.516611478423583
Margarita Vineyards,1,84.0,
Margem,1,91.0,
Marghe,1,90.0,
Margheria,12,91.75,2.4541245430351073
Margo,1,92.0,
Margo Estate,1,86.0,
Marguerite,1,94.0,
Marguerite Vineyard,3,87.66666666666667,1.1547005383792526
Margus Margi,2,87.5,2.1213203435596424
Maria,1,88.0,
Maria Bonita,2,87.0,0.0
Maria Carmela,1,86.0,
Maria Mansa,2,87.0,0.0
Maria Mora,3,85.66666666666667,2.081665999466134
Maria Mora Branco,1,86.0,
Maria Mora Enamorada,1,90.0,
Maria Mora Reserva,1,91.0,
Maria Papoila,2,89.5,0.7071067811865476
Maria Papoila Escolha,2,90.0,0.0
Maria Vittoria Riserva,1,87.0,
Maria di Brun,1,87.0,
Maria di Brün,1,88.0,
Mariacristina Pas Dosé Metodo Classico,1,88.0,
Mariafeld Clone Johan Vineyard,1,88.0,
Mariah Vineyard,6,90.0,3.346640106136301
Marian's Vineyard,1,84.0,
Mariana,5,85.4,1.6733200530681505
Mariana Tinto,2,89.0,1.4142135623730951
Marianne's,1,87.0,
Marias da Malhadinha,2,89.5,3.5355339059327378
Marie Antoinette,3,87.0,1.0
Marie de Beauregard,5,88.8,0.8366600265340762
Marie's Cuvée,1,88.0,
Marie's View,2,93.5,0.7071067811865476
Marie's View Wallula Vineyard,4,89.25,1.8929694486000928
Marie's View Wallula Vineyards,2,90.0,1.4142135623730951
Marie-Amélie Blanc de Blancs Fleur de Vigne Brut,1,93.0,
Marie-Amélie Fleur de Vigne Brut Blanc de Blancs Premier Cru Millésime,1,94.0,
Marie-Amélie Fleur de Vigne Premier Cru Brut,1,92.0,
Marie-Antoinette,3,87.33333333333333,1.5275252316519452
Marienthal,1,94.0,
Mariflor Michel Rolland,5,87.8,4.919349550499536
Marimar Estate Vineyard,5,91.0,3.3911649915626345
Marin,2,90.5,2.1213203435596424
Marina Alta,1,85.0,
Marina Alta Gran Selección Blanco,1,83.0,
Marina Cvetic,3,92.0,1.0
Marina Cvetic',3,91.33333333333333,1.5275252316519485
Marina Espumante,1,87.0,
Marina Espumante Brut Chardonnay-Merseguera-Macabeo 10°,1,83.0,
Marina Espumante F° Espumoso de Fermentación Natural,1,83.0,
Marina Espumante Gran Selección 10°,1,85.0,
Marina Espumante Selección Monastrell Rosado 10°,1,84.0,
Marina Piper,2,86.5,2.1213203435596424
Marinali Bianco,1,84.0,
Marine,1,90.0,
Marine Layer,1,92.0,
Marinus,4,89.0,3.4641016151377553
Marinus Estate Grown & Estate Bottled,1,85.0,
Marinus Red Wine,1,92.0,
Mario's Estate Grown,1,91.0,
Mario's Vineyard,4,88.5,2.3804761428476167
Marion,1,88.0,
Marion's Block,1,90.0,
Mariondino,4,88.0,2.943920288775949
Marionette,1,90.0,
Mariposa Estate Old Vines Dry Farmed,1,89.0,
Maris,1,87.0,
Marisa Vineyard,1,92.0,
Marisa Vineyard Old Vine,1,91.0,
Marissa Vineyard,1,85.0,
Marissou Premier Cru,2,87.5,2.1213203435596424
Maritime,4,93.0,1.4142135623730958
Maritávora 6 Classic,1,88.0,
Marius,1,86.0,
Marjolaine,1,88.0,
Marjorie Vineyard,3,91.33333333333333,1.5275252316519463
Marjorie Vineyards,1,92.0,
Marjorie's Corchaug Estate,1,89.0,
Marjorie's Rosé Corchaug Estate,1,89.0,
Mark IV,1,88.0,
Mark V,1,89.0,
Mark VI,1,91.0,
Mark VII,1,92.0,
Mark VIII,1,92.0,
Mark's Vineyard,1,86.0,
Marka Reserva,1,93.0,
Market,1,86.0,
Marko Polo,1,86.0,
Markus Nimmo,1,90.0,
Marley Anne,1,93.0,
Marlstone,1,86.0,
Marly,1,87.0,
Marly Domaine Hamelin,1,88.0,
Marmellata,2,89.5,0.7071067811865476
Marmont Vineyards,2,86.5,0.7071067811865476
Marmoram,1,86.0,
Marmorelle,2,86.0,2.8284271247461903
Marne Brune,1,89.0,
Marnà,1,87.0,
Maroccoli,1,90.0,
Marogne,2,86.5,0.7071067811865476
Marom Series Hillel and Dan Vineyards Cabernet Sauvignon-Cabernet Franc-Shiraz,1,88.0,
Marom Series Shamai Single Vineyard,1,86.0,
Maronea,2,88.0,1.4142135623730951
Maronia Vineyard,1,87.0,
Maroon Vineyard,1,87.0,
Marques de Alella Clasico,1,88.0,
Marques de Borba,1,86.0,
Marques de Casa Concha,32,88.0,1.8491497610279384
Marques de Gelida MIM Natura Brut Reserva,1,88.0,
Marquesa da Alorna Grand Reserva Tinto,1,93.0,
Marquesa da Alorna Grande Reserva,1,92.0,
Marquesa da Alorna Reserva Branco,1,90.0,
Marquesa de Alorna Grande Reserva Branco,1,92.0,
Marquesa de Alorna Reserva Branco,1,92.0,
Marquesa de Cadaval,3,92.33333333333333,1.1547005383792495
Marquette,1,85.0,
Marquis Philips,1,88.0,
Marquis Philips G.G.,1,90.0,
Marquis Philips S2,1,89.0,
Marquis de Brim,1,85.0,
Marquis de Brim Grande Réserve,1,83.0,
Marquis de Calon,1,89.0,
Marquis de Lafayette,2,86.5,0.7071067811865476
Marquis de Laguiche Morgeot Premier Cru,2,95.0,0.0
Marquis de Laguiche Premier Cru Morgeot,1,94.0,
Marquis de Perlade Blanc de Blancs Brut,1,83.0,
Marquise de la Tourette,1,92.0,
Marquès de Borba,1,88.0,
Marquès de Borba Branco,1,84.0,
Marquès de Borba Reserva,1,87.0,
Marqués de Badajoz Brut Reserva,1,81.0,
Marqués de Badajoz El Marqués Dulce,1,84.0,
Marqués de Montejos Selección,1,89.0,
Marqués de Rodil Especial Palo Cortado,1,89.0,
Marqués de Rodil Palo Cortado,1,91.0,
Marqués de Toro Finca la Moura,1,90.0,
Marqués de Valparaiso Crianza,1,86.0,
Marquês de Borba,9,86.66666666666667,1.1180339887498936
Marquês de Borba Branco,6,85.83333333333333,0.4082482904638627
Marquês de Borba Reserva,3,91.66666666666667,1.5275252316519452
Marquês de Borba Tinto,2,86.0,0.0
Marquês de Marialva,1,88.0,
Marquês de Marialva Bical & Arinto Bruto,1,88.0,
Marquês de Marialva Colheita Seleccionada,2,84.0,0.0
Marquês de Marialva Colheita Seleccionada Branco,1,84.0,
Marquês de Marialva Extra Bruto Cuvée,1,90.0,
Marquês de Marialva Grande Reserva,3,91.0,1.0
Marquês de Marialva Reserva,3,89.0,1.0
Marquês de Marialva Rosé Bruto,1,86.0,
Marriage,5,92.0,2.9154759474226504
Marrugat Brut Selection,1,87.0,
Marsanne,1,84.0,
Marsanne-Roussanne-Viognier,1,85.0,
Marsh Estate Vineyard,3,90.0,1.0
Marsh Estate Vineyards,2,91.5,2.1213203435596424
Marsha's Vineyard,1,84.0,
Marshall Davis Vineyard,1,90.0,
Marsillo,1,87.0,
Marta Galli,2,90.0,0.0
Martaella,1,93.0,
Martaella Vineyard,2,91.5,0.7071067811865476
Marteau Rouge,1,88.0,
Marteto,1,88.0,
Martha's Slim Collection Tawny,1,87.0,
Martha's Vineyard,1,94.0,
Martin Cendoya,1,88.0,
Martin Cendoya Reserva,1,87.0,
Martin Fierro,1,83.0,
Martin Stelling Vineyard,4,94.25,1.7078251276599314
Martin Vineyards,1,90.0,
Martin's Gold French Creek Vineyard,1,89.0,
Martinella,2,89.5,0.7071067811865476
Martinella Rosso,1,89.0,
Martinelli,1,89.0,
Martinelli Road,2,90.0,2.8284271247461903
Martinelli Road Vineyard,1,87.0,
Martinelli Vineyard,1,87.0,
Martinenga,8,89.25,1.669045920792561
Martinenga Camp Gros,1,88.0,
Martinet Bru,1,92.0,
Martinette,1,87.0,
Martini Reinhardt Selection,2,89.5,2.1213203435596424
Martummè,1,89.0,
Maru,3,87.0,0.0
Marun,1,89.0,
Marvell Elephant Mountain Vineyard,1,88.0,
Marvell Hattrup Farms,1,86.0,
Marvenga,1,88.0,
Mary Ellis Sierra Madre Vineyard,1,92.0,
Mary Evelyn Vineyard,1,88.0,
Mary's Block Windrow Vineyard,1,91.0,
Mary's Vineyard,2,86.0,2.8284271247461903
Marylhurst Estate,3,89.33333333333333,2.309401076758502
María,1,89.0,
Marín Old Vine,1,89.0,
Mas Cavalls Doña Margarita Vineyard,2,90.0,5.656854249492381
Mas D'Aranyó Riserva,1,83.0,
Mas Donis Rosat,1,86.0,
Mas Elena Merlot-Cabernet Franc-Cabernet Sauvignon,1,86.0,
Mas Fenouillet,1,86.0,
Mas Janeil,2,87.5,2.1213203435596424
Mas Janeil Le Tiradou,1,89.0,
Mas La Plana 40th Vintage,1,93.0,
Mas La Plana Black Label,2,91.5,0.7071067811865476
Mas Mallola,3,92.33333333333333,0.5773502691896247
Mas Negrel Cadenet,1,93.0,
Mas Sinén Coster,1,92.0,
Mas Suau Brut Nature,1,86.0,
Mas Suau Brut Rosé,1,85.0,
Mas de Bazan Los Varietales Crianza,1,85.0,
Mas de Can Blau,5,91.4,1.949358868961794
Mas de Masos,1,91.0,
Mas de Merveilles,1,91.0,
Mas de Pampelonne,2,88.0,0.0
Mas de la Rosa,2,94.0,0.0
Mas de la Rouvière,2,91.0,0.0
Mas des Merveilles,2,90.0,1.4142135623730951
Mas la Plana,1,94.0,
Masada Bloc in Prayer Rock Vineyards,1,86.0,
Masarej,1,88.0,
Masaréj,1,87.0,
Mascaria Barricato,1,87.0,
Mascaron,1,86.0,
Maschio dei Cavalieri,1,82.0,
Maschio dei Cavalieri Brut Rive di Colbertaldo,1,87.0,
Maschio dei Cavalieri Extra Dry,1,86.0,
Masdeu,1,88.0,
Masfraise,1,82.0,
Mash,1,81.0,
Mash Pitt,1,90.0,
Mashup Solera V. 1,1,91.0,
Mashup v. 2,1,91.0,
Masia Carreras,2,88.5,0.7071067811865476
Masianco,2,88.5,2.1213203435596424
Maskaria,1,89.0,
Masked Man Vineyard,2,86.0,1.4142135623730951
Maso Canali,1,84.0,
Maso Montalto,1,89.0,
Maso Roncador,1,86.0,
Maso delle Rose,4,89.5,1.2909944487358056
Mason,2,90.5,2.1213203435596424
Mason Vineyard,1,84.0,
Mason's,1,87.0,
Masos d'en Cubells,2,85.5,0.7071067811865476
